service_date,route_short,gated_entries
2021-11-06,Blue,22784.5
2021-11-06,Green,41582.25
2021-11-06,Orange,54988.52
2021-11-06,Red,55180.83
2021-11-07,Blue,17619.9
2021-11-07,Green,28091.81
2021-11-07,Orange,39636.16
2021-11-07,Red,39800.83
2021-11-08,Blue,29072.4
2021-11-08,Green,34468.54
2021-11-08,Orange,73382.82
2021-11-08,Red,86681.74
2021-11-09,Blue,31097.5
2021-11-09,Green,38618.24
2021-11-09,Orange,81159.62
2021-11-09,Red,96848.04
2021-11-10,Blue,29702.8
2021-11-10,Green,39887.45
2021-11-10,Orange,83146.92
2021-11-10,Red,98514.73
2021-11-11,Blue,26409.3
2021-11-11,Green,38101.97
2021-11-11,Orange,67496.23
2021-11-11,Red,80128.9
2021-11-12,Blue,26690.6
2021-11-12,Green,41045.28
2021-11-12,Orange,76285.23
2021-11-12,Red,87499.79
2021-11-13,Blue,22179.6
2021-11-13,Green,43254.88
2021-11-13,Orange,53629.14
2021-11-13,Red,56977.18
2021-11-14,Blue,16082.5
2021-11-14,Green,27139.01
2021-11-14,Orange,38263.07
2021-11-14,Red,39045.92
2021-11-15,Blue,27307.2
2021-11-15,Green,33747.74
2021-11-15,Orange,71634.62
2021-11-15,Red,86868.94
2021-11-16,Blue,26651.4
2021-11-16,Green,35919.2
2021-11-16,Orange,77881.05
2021-11-16,Red,93572.65
2021-11-17,Blue,27065.3
2021-11-17,Green,36835.31
2021-11-17,Orange,78043.68
2021-11-17,Red,94181.71
2021-11-18,Blue,29427.6
2021-11-18,Green,38878.06
2021-11-18,Orange,80065.39
2021-11-18,Red,98708.55
2021-11-19,Blue,29895.1
2021-11-19,Green,43098.41
2021-11-19,Orange,81974.96
2021-11-19,Red,96153.43
2021-11-20,Blue,21125.9
2021-11-20,Green,37698.98
2021-11-20,Orange,54024.07
2021-11-20,Red,50757.05
2021-11-21,Blue,15969.7
2021-11-21,Green,25080.46
2021-11-21,Orange,37231.35
2021-11-21,Red,35181.39
2021-11-22,Blue,26890.3
2021-11-22,Green,35133.09
2021-11-22,Orange,73070.96
2021-11-22,Red,84463.95
2021-11-23,Blue,25547.7
2021-11-23,Green,36571.0
2021-11-23,Orange,74169.26
2021-11-23,Red,88057.34
2021-11-24,Blue,22256.7
2021-11-24,Green,32530.71
2021-11-24,Orange,66262.87
2021-11-24,Red,75909.62
2021-11-25,Blue,8222.4
2021-11-25,Green,10782.76
2021-11-25,Orange,17751.87
2021-11-25,Red,22990.97
2021-11-26,Blue,18415.3
2021-11-26,Green,28838.31
2021-11-26,Orange,51010.6
2021-11-26,Red,49736.19
2021-11-27,Blue,19603.2
2021-11-27,Green,28603.92
2021-11-27,Orange,44846.89
2021-11-27,Red,46754.39
2021-11-28,Blue,16169.3
2021-11-28,Green,21161.12
2021-11-28,Orange,34077.06
2021-11-28,Red,36908.32
2021-11-29,Blue,27051.3
2021-11-29,Green,32618.01
2021-11-29,Orange,69016.1
2021-11-29,Red,79772.59
2021-11-30,Blue,28519.8
2021-11-30,Green,35551.85
2021-11-30,Orange,76437.46
2021-11-30,Red,89538.59
2021-12-01,Blue,28791.7
2021-12-01,Green,37005.52
2021-12-01,Orange,77894.24
2021-12-01,Red,89684.34
2021-12-02,Blue,29555.1
2021-12-02,Green,39763.56
2021-12-02,Orange,79734.26
2021-12-02,Red,91440.58
2021-12-03,Blue,30167.0
2021-12-03,Green,41495.22
2021-12-03,Orange,79250.53
2021-12-03,Red,88877.65
2021-12-04,Blue,21351.8
2021-12-04,Green,37271.89
2021-12-04,Orange,51945.22
2021-12-04,Red,49381.79
2021-12-05,Blue,15916.4
2021-12-05,Green,23626.97
2021-12-05,Orange,35005.2
2021-12-05,Red,35185.83
2021-12-06,Blue,26192.2
2021-12-06,Green,32538.0
2021-12-06,Orange,69831.59
2021-12-06,Red,82886.01
2021-12-07,Blue,27078.4
2021-12-07,Green,36208.65
2021-12-07,Orange,77638.55
2021-12-07,Red,88662.8
2021-12-08,Blue,28601.4
2021-12-08,Green,35163.26
2021-12-08,Orange,75879.75
2021-12-08,Red,86778.59
2021-12-09,Blue,28386.7
2021-12-09,Green,36811.66
2021-12-09,Orange,76289.63
2021-12-09,Red,88804.81
2021-12-10,Blue,29717.8
2021-12-10,Green,38803.63
2021-12-10,Orange,74211.91
2021-12-10,Red,87491.26
2021-12-11,Blue,19132.0
2021-12-11,Green,31970.95
2021-12-11,Orange,46240.06
2021-12-11,Red,42363.69
2021-12-12,Blue,16389.9
2021-12-12,Green,26079.28
2021-12-12,Orange,37549.94
2021-12-12,Red,36026.58
2021-12-13,Blue,27115.5
2021-12-13,Green,33371.81
2021-12-13,Orange,71144.71
2021-12-13,Red,80608.68
2021-12-14,Blue,28789.2
2021-12-14,Green,36229.14
2021-12-14,Orange,77292.4
2021-12-14,Red,87844.86
2021-12-15,Blue,29059.1
2021-12-15,Green,35726.69
2021-12-15,Orange,73154.17
2021-12-15,Red,83680.54
2021-12-16,Blue,29800.9
2021-12-16,Green,36589.15
2021-12-16,Orange,75478.89
2021-12-16,Red,86850.76
2021-12-17,Blue,30128.5
2021-12-17,Green,40026.06
2021-12-17,Orange,77343.38
2021-12-17,Red,86864.16
2021-12-18,Blue,19032.1
2021-12-18,Green,28853.45
2021-12-18,Orange,45237.49
2021-12-18,Red,37940.06
2021-12-19,Blue,15279.8
2021-12-19,Green,20810.82
2021-12-19,Orange,33020.52
2021-12-19,Red,30002.26
2021-12-20,Blue,25613.7
2021-12-20,Green,28289.24
2021-12-20,Orange,64106.38
2021-12-20,Red,67116.38
2021-12-21,Blue,26846.1
2021-12-21,Green,28153.79
2021-12-21,Orange,65670.39
2021-12-21,Red,69130.82
2021-12-22,Blue,25682.3
2021-12-22,Green,26797.2
2021-12-22,Orange,62701.28
2021-12-22,Red,62913.22
2021-12-23,Blue,24505.5
2021-12-23,Green,25109.0
2021-12-23,Orange,56527.95
2021-12-23,Red,58554.75
2021-12-24,Blue,14995.8
2021-12-24,Green,15528.17
2021-12-24,Orange,32062.670000000002
2021-12-24,Red,32709.06
2021-12-25,Blue,5909.2
2021-12-25,Green,5835.93
2021-12-25,Orange,11948.59
2021-12-25,Red,12036.18
2021-12-26,Blue,12765.2
2021-12-26,Green,15205.47
2021-12-26,Orange,25613.0
2021-12-26,Red,26447.63
2021-12-27,Blue,20590.6
2021-12-27,Green,21445.79
2021-12-27,Orange,45266.68
2021-12-27,Red,47686.73
2021-12-28,Blue,22581.9
2021-12-28,Green,23945.63
2021-12-28,Orange,49122.39
2021-12-28,Red,52627.38
2021-12-29,Blue,22173.6
2021-12-29,Green,24308.25
2021-12-29,Orange,51219.87
2021-12-29,Red,53920.08
2021-12-30,Blue,22230.0
2021-12-30,Green,23505.79
2021-12-30,Orange,46323.65
2021-12-30,Red,49952.26
2021-12-31,Blue,17352.4
2021-12-31,Green,21368.67
2021-12-31,Orange,36853.97
2021-12-31,Red,38938.66
2022-01-01,Blue,12075.9
2022-01-01,Green,13999.9
2022-01-01,Orange,23808.56
2022-01-01,Red,21574.34
2022-01-02,Blue,12667.7
2022-01-02,Green,14620.28
2022-01-02,Orange,26317.75
2022-01-02,Red,26362.27
2022-01-03,Blue,20020.9
2022-01-03,Green,20282.91
2022-01-03,Orange,45136.54
2022-01-03,Red,50630.95
2022-01-04,Blue,22065.4
2022-01-04,Green,22383.14
2022-01-04,Orange,52574.42
2022-01-04,Red,55455.94
2022-01-05,Blue,22097.8
2022-01-05,Green,22457.6
2022-01-05,Orange,52697.99
2022-01-05,Red,56807.81
2022-01-06,Blue,23534.8
2022-01-06,Green,23793.08
2022-01-06,Orange,55948.64
2022-01-06,Red,59684.18
2022-01-07,Blue,17046.0
2022-01-07,Green,16604.94
2022-01-07,Orange,33363.87
2022-01-07,Red,36378.29
2022-01-08,Blue,15688.6
2022-01-08,Green,20817.49
2022-01-08,Orange,32862.08
2022-01-08,Red,32484.93
2022-01-09,Blue,12523.6
2022-01-09,Green,14117.08
2022-01-09,Orange,22685.25
2022-01-09,Red,24027.07
2022-01-10,Blue,21676.6
2022-01-10,Green,23635.99
2022-01-10,Orange,54898.76
2022-01-10,Red,54340.55
2022-01-11,Blue,17087.5
2022-01-11,Green,18559.16
2022-01-11,Orange,39679.33
2022-01-11,Red,44051.31
2022-01-12,Blue,22635.9
2022-01-12,Green,23209.38
2022-01-12,Orange,55128.35
2022-01-12,Red,58725.37
2022-01-13,Blue,24743.1
2022-01-13,Green,24941.56
2022-01-13,Orange,59850.21
2022-01-13,Red,64491.53
2022-01-14,Blue,24531.5
2022-01-14,Green,26817.98
2022-01-14,Orange,59242.5
2022-01-14,Red,62093.12
2022-01-15,Blue,13777.5
2022-01-15,Green,21818.64
2022-01-15,Orange,31781.23
2022-01-15,Red,29531.93
2022-01-16,Blue,12778.1
2022-01-16,Green,19116.15
2022-01-16,Orange,25547.87
2022-01-16,Red,28064.68
2022-01-17,Blue,15454.1
2022-01-17,Green,20202.16
2022-01-17,Orange,34268.840000000004
2022-01-17,Red,34171.0
2022-01-18,Blue,24006.6
2022-01-18,Green,28481.49
2022-01-18,Orange,60717.81
2022-01-18,Red,63861.9
2022-01-19,Blue,23994.5
2022-01-19,Green,28851.35
2022-01-19,Orange,63522.14
2022-01-19,Red,66526.51
2022-01-20,Blue,23076.7
2022-01-20,Green,28266.02
2022-01-20,Orange,61090.65
2022-01-20,Red,66818.63
2022-01-21,Blue,23674.9
2022-01-21,Green,28324.829999999998
2022-01-21,Orange,60846.04
2022-01-21,Red,65154.83
2022-01-22,Blue,16686.5
2022-01-22,Green,23853.6
2022-01-22,Orange,39368.51
2022-01-22,Red,40049.19
2022-01-23,Blue,13086.9
2022-01-23,Green,16701.0
2022-01-23,Orange,28489.58
2022-01-23,Red,32915.12
2022-01-24,Blue,23015.1
2022-01-24,Green,24311.61
2022-01-24,Orange,62877.85
2022-01-24,Red,69326.14
2022-01-25,Blue,24788.2
2022-01-25,Green,28260.3
2022-01-25,Orange,66041.71
2022-01-25,Red,75416.79
2022-01-26,Blue,24499.3
2022-01-26,Green,26266.0
2022-01-26,Orange,63053.2
2022-01-26,Red,72264.5
2022-01-27,Blue,24949.5
2022-01-27,Green,29537.0
2022-01-27,Orange,65039.76
2022-01-27,Red,73218.54
2022-01-28,Blue,26496.9
2022-01-28,Green,33020.61
2022-01-28,Orange,66464.49
2022-01-28,Red,77235.7
2022-01-29,Blue,3728.2
2022-01-29,Green,5186.21
2022-01-29,Orange,8592.89
2022-01-29,Red,9271.5
2022-01-30,Blue,4594.4
2022-01-30,Green,20014.6
2022-01-30,Orange,24813.05
2022-01-30,Red,25207.35
2022-01-31,Blue,22847.4
2022-01-31,Green,31460.87
2022-01-31,Orange,63200.39
2022-01-31,Red,71446.84
2022-02-01,Blue,25676.8
2022-02-01,Green,33086.33
2022-02-01,Orange,68341.8
2022-02-01,Red,79462.57
2022-02-02,Blue,26646.6
2022-02-02,Green,33506.08
2022-02-02,Orange,71084.33
2022-02-02,Red,81253.99
2022-02-03,Blue,26373.3
2022-02-03,Green,32968.25
2022-02-03,Orange,68936.77
2022-02-03,Red,81069.88
2022-02-04,Blue,20073.1
2022-02-04,Green,28747.69
2022-02-04,Orange,50686.68
2022-02-04,Red,58372.93
2022-02-05,Blue,17554.4
2022-02-05,Green,32440.73
2022-02-05,Orange,41630.22
2022-02-05,Red,46718.65
2022-02-06,Blue,12807.3
2022-02-06,Green,20736.89
2022-02-06,Orange,28483.65
2022-02-06,Red,33548.06
2022-02-07,Blue,24914.8
2022-02-07,Green,31762.82
2022-02-07,Orange,69371.23
2022-02-07,Red,76773.85
2022-02-08,Blue,26689.0
2022-02-08,Green,33486.01
2022-02-08,Orange,71579.12
2022-02-08,Red,82795.27
2022-02-09,Blue,27555.8
2022-02-09,Green,34355.56
2022-02-09,Orange,71117.73
2022-02-09,Red,85997.81
2022-02-10,Blue,28332.6
2022-02-10,Green,35892.29
2022-02-10,Orange,74832.59
2022-02-10,Red,86759.92
2022-02-11,Blue,29222.6
2022-02-11,Green,39467.32
2022-02-11,Orange,75188.79
2022-02-11,Red,85391.49
2022-02-12,Blue,21424.7
2022-02-12,Green,38469.63
2022-02-12,Orange,51354.27
2022-02-12,Red,58656.1
2022-02-13,Blue,13310.1
2022-02-13,Green,23095.77
2022-02-13,Orange,31886.33
2022-02-13,Red,34473.1
2022-02-14,Blue,25173.2
2022-02-14,Green,35304.98
2022-02-14,Orange,69349.63
2022-02-14,Red,76903.59
2022-02-15,Blue,25498.3
2022-02-15,Green,32441.82
2022-02-15,Orange,68370.56
2022-02-15,Red,80822.12
2022-02-16,Blue,25514.4
2022-02-16,Green,35613.34
2022-02-16,Orange,74687.15
2022-02-16,Red,86639.71
2022-02-17,Blue,27816.0
2022-02-17,Green,36552.55
2022-02-17,Orange,74685.2
2022-02-17,Red,89369.65
2022-02-18,Blue,27934.0
2022-02-18,Green,38251.09
2022-02-18,Orange,74773.79
2022-02-18,Red,85155.22
2022-02-19,Blue,19947.7
2022-02-19,Green,32415.08
2022-02-19,Orange,30363.7
2022-02-19,Red,53980.12
2022-02-20,Blue,14926.8
2022-02-20,Green,26186.03
2022-02-20,Orange,20251.9
2022-02-20,Red,42002.17
2022-02-21,Blue,20452.3
2022-02-21,Green,29176.56
2022-02-21,Orange,43711.36
2022-02-21,Red,52034.58
2022-02-22,Blue,26394.5
2022-02-22,Green,32492.52
2022-02-22,Orange,66061.56
2022-02-22,Red,79120.42
2022-02-23,Blue,28855.6
2022-02-23,Green,37926.52
2022-02-23,Orange,72908.68
2022-02-23,Red,86858.7
2022-02-24,Blue,27765.9
2022-02-24,Green,37299.54
2022-02-24,Orange,71055.5
2022-02-24,Red,84383.36
2022-02-25,Blue,16126.5
2022-02-25,Green,22078.32
2022-02-25,Orange,35914.15
2022-02-25,Red,43049.43
2022-02-26,Blue,18581.3
2022-02-26,Green,35036.52
2022-02-26,Orange,43864.48
2022-02-26,Red,49687.9
2022-02-27,Blue,14326.4
2022-02-27,Green,24638.71
2022-02-27,Orange,31657.52
2022-02-27,Red,38429.87
2022-02-28,Blue,26068.4
2022-02-28,Green,32496.85
2022-02-28,Orange,69523.48
2022-02-28,Red,81740.37
2022-03-01,Blue,28205.0
2022-03-01,Green,36054.2
2022-03-01,Orange,75881.49
2022-03-01,Red,90217.71
2022-03-02,Blue,27699.0
2022-03-02,Green,35701.92
2022-03-02,Orange,75621.52
2022-03-02,Red,89616.76
2022-03-03,Blue,29529.3
2022-03-03,Green,41002.2
2022-03-03,Orange,78394.63
2022-03-03,Red,93541.47
2022-03-04,Blue,28901.9
2022-03-04,Green,39822.41
2022-03-04,Orange,74530.71
2022-03-04,Red,89102.08
2022-03-05,Blue,20991.6
2022-03-05,Green,34903.95
2022-03-05,Orange,48700.35
2022-03-05,Red,48627.5
2022-03-06,Blue,15838.8
2022-03-06,Green,24790.01
2022-03-06,Orange,35324.75
2022-03-06,Red,33766.24
2022-03-07,Blue,27235.0
2022-03-07,Green,32568.1
2022-03-07,Orange,71703.98
2022-03-07,Red,84810.32
2022-03-08,Blue,29680.9
2022-03-08,Green,35582.64
2022-03-08,Orange,76632.02
2022-03-08,Red,95144.04
2022-03-09,Blue,28040.1
2022-03-09,Green,34246.48
2022-03-09,Orange,73325.51
2022-03-09,Red,92356.61
2022-03-10,Blue,30905.8
2022-03-10,Green,37961.77
2022-03-10,Orange,82718.6
2022-03-10,Red,97842.43
2022-03-11,Blue,30634.7
2022-03-11,Green,38474.57
2022-03-11,Orange,79289.52
2022-03-11,Red,94653.71
2022-03-12,Blue,18246.4
2022-03-12,Green,27402.52
2022-03-12,Orange,24894.96
2022-03-12,Red,39487.82
2022-03-13,Blue,15624.6
2022-03-13,Green,25305.14
2022-03-13,Orange,19443.41
2022-03-13,Red,35069.85
2022-03-14,Blue,28079.6
2022-03-14,Green,32567.18
2022-03-14,Orange,68063.32
2022-03-14,Red,81704.3
2022-03-15,Blue,30072.0
2022-03-15,Green,36048.23
2022-03-15,Orange,75376.67
2022-03-15,Red,90045.7
2022-03-16,Blue,28918.0
2022-03-16,Green,38063.78
2022-03-16,Orange,78687.15
2022-03-16,Red,90724.37
2022-03-17,Blue,29471.9
2022-03-17,Green,38593.97
2022-03-17,Orange,75435.32
2022-03-17,Red,93382.21
2022-03-18,Blue,29960.7
2022-03-18,Green,46346.0
2022-03-18,Orange,80578.24
2022-03-18,Red,95937.26
2022-03-19,Blue,19451.9
2022-03-19,Green,36132.62
2022-03-19,Orange,47457.11
2022-03-19,Red,52335.47
2022-03-20,Blue,19230.6
2022-03-20,Green,30589.68
2022-03-20,Orange,43201.659999999996
2022-03-20,Red,61603.16
2022-03-21,Blue,28026.6
2022-03-21,Green,37845.89
2022-03-21,Orange,72488.3
2022-03-21,Red,86516.01
2022-03-22,Blue,29817.6
2022-03-22,Green,41716.92
2022-03-22,Orange,81643.4
2022-03-22,Red,95825.58
2022-03-23,Blue,30787.8
2022-03-23,Green,41089.14
2022-03-23,Orange,82811.28
2022-03-23,Red,97518.98
2022-03-24,Blue,28390.1
2022-03-24,Green,41019.87
2022-03-24,Orange,74467.43000000001
2022-03-24,Red,90785.9
2022-03-25,Blue,31635.3
2022-03-25,Green,45190.19
2022-03-25,Orange,78162.62
2022-03-25,Red,94346.09
2022-03-26,Blue,22843.9
2022-03-26,Green,41972.28
2022-03-26,Orange,30735.71
2022-03-26,Red,59286.71
2022-03-27,Blue,17160.6
2022-03-27,Green,25584.94
2022-03-27,Orange,21859.41
2022-03-27,Red,44915.45
2022-03-28,Blue,26628.4
2022-03-28,Green,25139.38
2022-03-28,Orange,41233.41
2022-03-28,Red,83433.71
2022-03-29,Blue,29155.4
2022-03-29,Green,29487.75
2022-03-29,Orange,46118.71
2022-03-29,Red,92766.84
2022-03-30,Blue,30258.0
2022-03-30,Green,33451.49
2022-03-30,Orange,68185.75
2022-03-30,Red,96976.66
2022-03-31,Blue,30567.3
2022-03-31,Green,33339.92
2022-03-31,Orange,69337.85
2022-03-31,Red,99188.33
2022-04-01,Blue,30682.0
2022-04-01,Green,38175.17
2022-04-01,Orange,75867.26
2022-04-01,Red,95571.87
2022-04-02,Blue,22861.4
2022-04-02,Green,36981.32
2022-04-02,Orange,52421.98
2022-04-02,Red,55313.0
2022-04-03,Blue,15940.3
2022-04-03,Green,22979.46
2022-04-03,Orange,35217.25
2022-04-03,Red,37253.69
2022-04-04,Blue,28581.3
2022-04-04,Green,31066.829999999998
2022-04-04,Orange,70500.6
2022-04-04,Red,87756.97
2022-04-05,Blue,30766.9
2022-04-05,Green,33803.62
2022-04-05,Orange,74749.79
2022-04-05,Red,99445.29
2022-04-06,Blue,29250.0
2022-04-06,Green,34777.48
2022-04-06,Orange,75634.81
2022-04-06,Red,97055.01
2022-04-07,Blue,30341.5
2022-04-07,Green,36731.07
2022-04-07,Orange,80378.66
2022-04-07,Red,100175.77
2022-04-08,Blue,31374.6
2022-04-08,Green,37488.63
2022-04-08,Orange,76236.87
2022-04-08,Red,94992.9
2022-04-09,Blue,22614.8
2022-04-09,Green,35346.17
2022-04-09,Orange,47542.72
2022-04-09,Red,52070.51
2022-04-10,Blue,17635.6
2022-04-10,Green,26340.5
2022-04-10,Orange,33272.88
2022-04-10,Red,39747.52
2022-04-11,Blue,29641.1
2022-04-11,Green,36698.37
2022-04-11,Orange,70675.69
2022-04-11,Red,90117.44
2022-04-12,Blue,29471.3
2022-04-12,Green,40966.65
2022-04-12,Orange,80255.88
2022-04-12,Red,100750.27
2022-04-13,Blue,31718.5
2022-04-13,Green,41849.09
2022-04-13,Orange,79636.09
2022-04-13,Red,102083.82
2022-04-14,Blue,30159.0
2022-04-14,Green,43783.26
2022-04-14,Orange,78884.79
2022-04-14,Red,98886.95
2022-04-15,Blue,32188.6
2022-04-15,Green,55875.88
2022-04-15,Orange,74719.7
2022-04-15,Red,94382.32
2022-04-16,Blue,26067.0
2022-04-16,Green,58309.73
2022-04-16,Orange,57583.92
2022-04-16,Red,63845.35
2022-04-17,Blue,19380.7
2022-04-17,Green,45857.28
2022-04-17,Orange,40608.13
2022-04-17,Red,46558.19
2022-04-18,Blue,29056.5
2022-04-18,Green,56739.54
2022-04-18,Orange,70439.41
2022-04-18,Red,81660.75
2022-04-19,Blue,30491.6
2022-04-19,Green,49178.06
2022-04-19,Orange,75604.08
2022-04-19,Red,95325.56
2022-04-20,Blue,32422.0
2022-04-20,Green,52597.17
2022-04-20,Orange,82196.5
2022-04-20,Red,99718.53
2022-04-21,Blue,31253.3
2022-04-21,Green,49813.01
2022-04-21,Orange,77228.95
2022-04-21,Red,98012.04
2022-04-22,Blue,31799.1
2022-04-22,Green,47452.28
2022-04-22,Orange,74836.02
2022-04-22,Red,94098.9
2022-04-23,Blue,24002.8
2022-04-23,Green,45105.45
2022-04-23,Orange,55839.22
2022-04-23,Red,33778.53
2022-04-24,Blue,16499.4
2022-04-24,Green,26352.23
2022-04-24,Orange,34267.17
2022-04-24,Red,30987.8
2022-04-25,Blue,16646.6
2022-04-25,Green,32513.47
2022-04-25,Orange,70561.06
2022-04-25,Red,84151.07
2022-04-26,Blue,14570.2
2022-04-26,Green,35388.23
2022-04-26,Orange,78034.47
2022-04-26,Red,92592.4
2022-04-27,Blue,12116.4
2022-04-27,Green,36375.91
2022-04-27,Orange,76776.95
2022-04-27,Red,96494.44
2022-04-28,Blue,11606.6
2022-04-28,Green,38818.7
2022-04-28,Orange,79611.77
2022-04-28,Red,96644.53
2022-04-29,Blue,11493.7
2022-04-29,Green,39300.69
2022-04-29,Orange,72336.74
2022-04-29,Red,90369.17
2022-04-30,Blue,8333.7
2022-04-30,Green,34680.24
2022-04-30,Orange,48470.2
2022-04-30,Red,56603.16
2022-05-01,Blue,6348.2
2022-05-01,Green,27597.13
2022-05-01,Orange,38760.27
2022-05-01,Red,45240.2
2022-05-02,Blue,10239.5
2022-05-02,Green,31371.89
2022-05-02,Orange,67291.64
2022-05-02,Red,84198.47
2022-05-03,Blue,11556.5
2022-05-03,Green,41028.53
2022-05-03,Orange,79187.85
2022-05-03,Red,97392.92
2022-05-04,Blue,10782.1
2022-05-04,Green,39215.27
2022-05-04,Orange,73738.02
2022-05-04,Red,94285.71
2022-05-05,Blue,11632.4
2022-05-05,Green,44849.62
2022-05-05,Orange,81712.99
2022-05-05,Red,104329.29
2022-05-06,Blue,11330.8
2022-05-06,Green,45370.57
2022-05-06,Orange,78004.99
2022-05-06,Red,94851.24
2022-05-07,Blue,7960.3
2022-05-07,Green,38876.98
2022-05-07,Orange,48575.44
2022-05-07,Red,57377.08
2022-05-08,Blue,5929.6
2022-05-08,Green,29004.26
2022-05-08,Orange,37224.1
2022-05-08,Red,42410.14
2022-05-09,Blue,11042.1
2022-05-09,Green,33330.96
2022-05-09,Orange,71141.51
2022-05-09,Red,86559.43
2022-05-10,Blue,11553.0
2022-05-10,Green,36914.88
2022-05-10,Orange,77534.81
2022-05-10,Red,97442.81
2022-05-11,Blue,11314.7
2022-05-11,Green,38193.4
2022-05-11,Orange,79263.92
2022-05-11,Red,97435.38
2022-05-12,Blue,11017.3
2022-05-12,Green,38165.38
2022-05-12,Orange,78188.41
2022-05-12,Red,98103.31
2022-05-13,Blue,11143.6
2022-05-13,Green,40961.95
2022-05-13,Orange,73300.0
2022-05-13,Red,89025.05
2022-05-14,Blue,8548.1
2022-05-14,Green,36951.89
2022-05-14,Orange,52512.59
2022-05-14,Red,66077.72
2022-05-15,Blue,6306.3
2022-05-15,Green,25621.33
2022-05-15,Orange,37132.56
2022-05-15,Red,45876.21
2022-05-16,Blue,10656.0
2022-05-16,Green,36766.94
2022-05-16,Orange,68750.02
2022-05-16,Red,85142.34
2022-05-17,Blue,11249.9
2022-05-17,Green,38497.02
2022-05-17,Orange,74990.85
2022-05-17,Red,95985.13
2022-05-18,Blue,27372.3
2022-05-18,Green,44587.87
2022-05-18,Orange,80835.66
2022-05-18,Red,98185.27
2022-05-19,Blue,30023.0
2022-05-19,Green,44248.14
2022-05-19,Orange,75751.54
2022-05-19,Red,96552.42
2022-05-20,Blue,31999.2
2022-05-20,Green,47332.01
2022-05-20,Orange,76930.07
2022-05-20,Red,93777.82
2022-05-21,Blue,26714.3
2022-05-21,Green,46090.41
2022-05-21,Orange,55005.36
2022-05-21,Red,61475.23
2022-05-22,Blue,18300.6
2022-05-22,Green,33686.47
2022-05-22,Orange,36922.81
2022-05-22,Red,44820.62
2022-05-23,Blue,25992.6
2022-05-23,Green,37566.79
2022-05-23,Orange,73192.21
2022-05-23,Red,87976.9
2022-05-24,Blue,27789.6
2022-05-24,Green,39384.27
2022-05-24,Orange,76580.22
2022-05-24,Red,97621.81
2022-05-25,Blue,28736.5
2022-05-25,Green,39069.74
2022-05-25,Orange,78156.83
2022-05-25,Red,102735.23
2022-05-26,Blue,29151.6
2022-05-26,Green,43457.98
2022-05-26,Orange,79298.88
2022-05-26,Red,108089.54
2022-05-27,Blue,30032.1
2022-05-27,Green,51606.56
2022-05-27,Orange,80035.09
2022-05-27,Red,110854.95
2022-05-28,Blue,20966.4
2022-05-28,Green,45333.2
2022-05-28,Orange,49276.55
2022-05-28,Red,73970.15
2022-05-29,Blue,20683.2
2022-05-29,Green,41236.96
2022-05-29,Orange,45679.25
2022-05-29,Red,79759.19
2022-05-30,Blue,19549.5
2022-05-30,Green,31130.6
2022-05-30,Orange,39522.2
2022-05-30,Red,50268.5
2022-05-31,Blue,28370.3
2022-05-31,Green,41777.49
2022-05-31,Orange,76014.2
2022-05-31,Red,92801.71
2022-06-01,Blue,28365.0
2022-06-01,Green,42149.65
2022-06-01,Orange,78946.33
2022-06-01,Red,94658.22
2022-06-02,Blue,28994.1
2022-06-02,Green,37486.32
2022-06-02,Orange,81604.81
2022-06-02,Red,99272.97
2022-06-03,Blue,28052.8
2022-06-03,Green,37996.59
2022-06-03,Orange,73743.38
2022-06-03,Red,88725.63
2022-06-04,Blue,22203.9
2022-06-04,Green,37672.45
2022-06-04,Orange,54144.91
2022-06-04,Red,62010.74
2022-06-05,Blue,17974.0
2022-06-05,Green,27999.15
2022-06-05,Orange,38967.19
2022-06-05,Red,47684.66
2022-06-06,Blue,27978.9
2022-06-06,Green,37168.32
2022-06-06,Orange,73893.91
2022-06-06,Red,89552.07
2022-06-07,Blue,30740.9
2022-06-07,Green,47270.03
2022-06-07,Orange,83521.58
2022-06-07,Red,102775.79
2022-06-08,Blue,26091.8
2022-06-08,Green,47896.71
2022-06-08,Orange,85439.01
2022-06-08,Red,103120.98
2022-06-09,Blue,30616.9
2022-06-09,Green,41814.06
2022-06-09,Orange,79393.01
2022-06-09,Red,97016.03
2022-06-10,Blue,34428.3
2022-06-10,Green,48848.43
2022-06-10,Orange,85640.16
2022-06-10,Red,98721.01
2022-06-11,Blue,26668.7
2022-06-11,Green,37349.48
2022-06-11,Orange,54363.67
2022-06-11,Red,52185.95
2022-06-12,Blue,20907.4
2022-06-12,Green,28699.22
2022-06-12,Orange,40031.840000000004
2022-06-12,Red,41256.64
2022-06-13,Blue,30017.0
2022-06-13,Green,39348.98
2022-06-13,Orange,76592.12
2022-06-13,Red,89587.0
2022-06-14,Blue,34386.9
2022-06-14,Green,48279.44
2022-06-14,Orange,85036.08
2022-06-14,Red,103333.88
2022-06-15,Blue,34638.6
2022-06-15,Green,49091.95
2022-06-15,Orange,87446.38
2022-06-15,Red,105913.67
2022-06-16,Blue,35087.3
2022-06-16,Green,53056.79
2022-06-16,Orange,90783.63
2022-06-16,Red,108972.38
2022-06-17,Blue,33898.1
2022-06-17,Green,50056.14
2022-06-17,Orange,80402.31
2022-06-17,Red,95384.35
2022-06-18,Blue,26275.3
2022-06-18,Green,47533.97
2022-06-18,Orange,57574.02
2022-06-18,Red,64807.41
